fdcId,食品英文名,食品中文名,份量值,计量单位英文,计量单位中文,克重,修饰说明英文,修饰说明中文
2258586,"Carrots, mature, raw",胡萝卜，成熟，生,1.0,RACC,参考食用量（RACC）,85.0,,
2258587,"Carrots, baby, raw",胡萝卜，嫩/幼小，生,1.0,RACC,参考食用量（RACC）,85.0,,
2258588,"Peppers, bell, green, raw",甜椒，绿色，生,1.0,RACC,参考食用量（RACC）,85.0,,
2258589,"Peppers, bell, yellow, raw",甜椒，黄色，生,1.0,RACC,参考食用量（RACC）,85.0,,
2258590,"Peppers, bell, red, raw",甜椒，红色，生,1.0,RACC,参考食用量（RACC）,85.0,,
2258591,"Peppers, bell, orange, raw",甜椒，橙色，生,1.0,RACC,参考食用量（RACC）,85.0,,
2259793,"Yogurt, plain, whole milk",酸奶，原味，全脂牛奶,1.0,RACC,参考食用量（RACC）,170.0,,
2259794,"Yogurt, Greek, plain, whole milk",酸奶，希腊式，原味，全脂牛奶,1.0,RACC,参考食用量（RACC）,170.0,,
2259795,"Cheese, parmesan, grated, refrigerated",奶酪，帕尔马干酪，磨碎，冷藏,1.0,RACC,参考食用量（RACC）,5.0,,
2259796,"Cheese, feta, whole milk, crumbled",奶酪，菲达奶酪，全脂牛奶，碎粒状,1.0,RACC,参考食用量（RACC）,30.0,,
2261420,"Flour, almond",面粉，杏仁,1.0,RACC,参考食用量（RACC）,15.0,,
2261421,"Flour, oat, whole grain",面粉，燕麦，全谷物,1.0,RACC,参考食用量（RACC）,30.0,,
2261422,"Flour, potato",面粉，马铃薯,1.0,RACC,参考食用量（RACC）,85.0,,
2262075,"Flaxseed, ground",亚麻籽，绞碎,1.0,RACC,参考食用量（RACC）,15.0,,
2346384,"Cottage cheese, full fat, large or small curd",茅屋奶酪，全脂，大凝乳或小凝乳,1.0,RACC,参考食用量（RACC）,110.0,,
2346385,"Cream cheese, full fat, block",奶油奶酪，全脂，块状,1.0,RACC,参考食用量（RACC）,30.0,,
2346386,"Cream, heavy",淡奶油,1.0,RACC,参考食用量（RACC）,15.0,,
2346387,"Cream, sour, full fat",酸奶油，全脂,1.0,RACC,参考食用量（RACC）,30.0,,
2346388,"Lettuce, iceberg, raw",冰山生菜，生,1.0,RACC,参考食用量（RACC）,85.0,,
2346389,"Lettuce, romaine, green, raw",罗马生菜，绿色，生,1.0,RACC,参考食用量（RACC）,85.0,,
2346390,"Lettuce, leaf, red, raw",叶生菜，红色，生,1.0,RACC,参考食用量（RACC）,85.0,,
2346391,"Lettuce, leaf, green, raw",叶生菜，绿色，生,1.0,RACC,参考食用量（RACC）,85.0,,
2346392,"Nuts, pine nuts, raw",坚果，松子，生,1.0,RACC,参考食用量（RACC）,30.0,,
2346393,"Nuts, almonds, whole, raw",坚果，杏仁，完整，生,1.0,RACC,参考食用量（RACC）,30.0,,
2346394,"Nuts, walnuts, English, halves, raw",坚果，英国核桃，半粒，生,1.0,RACC,参考食用量（RACC）,30.0,,
2346395,"Nuts, pecans, halves, raw",坚果，碧根果，半粒，生,1.0,RACC,参考食用量（RACC）,30.0,,
2346396,"Oats, whole grain, rolled, old fashioned",燕麦，全谷物，压片，传统压片,1.0,RACC,参考食用量（RACC）,40.0,,
2346397,"Oats, whole grain, steel cut",燕麦，全谷物，钢切,1.0,RACC,参考食用量（RACC）,40.0,,
2346398,"Pineapple, raw",菠萝，生,1.0,RACC,参考食用量（RACC）,140.0,,
2346399,"Cherries, sweet, dark red, raw",樱桃，甜味，深红色，生,1.0,RACC,参考食用量（RACC）,140.0,,
2346400,"Beans, snap, green, raw",豆类，嫩荚，绿色，生,1.0,RACC,参考食用量（RACC）,85.0,,
2346401,"Potatoes, russet, without skin, raw",马铃薯，褐皮马铃薯，去皮，生,1.0,RACC,参考食用量（RACC）,110.0,,
2346402,"Potatoes, red, without skin, raw",马铃薯，红色，去皮，生,1.0,RACC,参考食用量（RACC）,110.0,,
2346403,"Potatoes, gold, without skin, raw",马铃薯，黄皮马铃薯，去皮，生,1.0,RACC,参考食用量（RACC）,110.0,,
2346404,"Sweet potatoes, orange flesh, without skin, raw",甘薯，橙色果肉，去皮，生,1.0,RACC,参考食用量（RACC）,110.0,,
2346405,"Celery, raw",芹菜，生,1.0,RACC,参考食用量（RACC）,85.0,,
2346406,"Cucumber, with peel, raw",黄瓜，带皮，生,1.0,RACC,参考食用量（RACC）,85.0,,
2346407,"Cabbage, green, raw",甘蓝，绿色，生,1.0,RACC,参考食用量（RACC）,85.0,,
2346408,"Cabbage, red, raw",甘蓝，红色，生,1.0,RACC,参考食用量（RACC）,85.0,,
2346409,"Strawberries, raw",草莓，生,1.0,RACC,参考食用量（RACC）,140.0,,
2346410,"Raspberries, raw",覆盆子，生,1.0,RACC,参考食用量（RACC）,140.0,,
2346411,"Blueberries, raw",蓝莓，生,1.0,RACC,参考食用量（RACC）,140.0,,
2346412,"Grapes, red, seedless, raw",葡萄，红色，无籽，生,1.0,RACC,参考食用量（RACC）,140.0,,
2346413,"Grapes, green, seedless, raw",葡萄，绿色，无籽，生,1.0,RACC,参考食用量（RACC）,140.0,,
2346414,"Applesauce, unsweetened, with added vitamin C",苹果酱，无糖，添加维生素C,1.0,RACC,参考食用量（RACC）,140.0,,
2512371,"Flour, amaranth",面粉，苋米,1.0,RACC,参考食用量（RACC）,30.0,,
2512372,"Flour, quinoa",面粉，藜麦,1.0,RACC,参考食用量（RACC）,30.0,,
2512373,"Flour, sorghum",面粉，高粱,1.0,RACC,参考食用量（RACC）,45.0,,
2512374,"Flour, buckwheat",面粉，荞麦,1.0,RACC,参考食用量（RACC）,30.0,,
2512375,"Flour, rye",面粉，黑麦,1.0,RACC,参考食用量（RACC）,30.0,,
2512376,"Flour, barley",面粉，大麦,1.0,RACC,参考食用量（RACC）,30.0,,
2512377,"Flour, cassava",面粉，木薯,1.0,RACC,参考食用量（RACC）,30.0,,
2512380,"Rice, brown, long grain, unenriched, raw",糙米，长粒，未强化，生,1.0,RACC,参考食用量（RACC）,45.0,,
2512381,"Rice, white, long grain, unenriched, raw",白米，长粒，未强化，生,1.0,RACC,参考食用量（RACC）,45.0,,
2514743,"Beef, ground, 90% lean meat / 10% fat, raw",牛肉，绞碎，90% 瘦肉/10% 脂肪，生,1.0,RACC,参考食用量（RACC）,114.0,,
2514744,"Beef, ground, 80% lean meat / 20% fat, raw",牛肉，绞碎，80% 瘦肉/20% 脂肪，生,1.0,RACC,参考食用量（RACC）,114.0,,
2514745,"Pork, ground, raw",猪肉，绞碎，生,1.0,RACC,参考食用量（RACC）,110.0,,
2514746,"Chicken, ground, with additives, raw",鸡肉，绞碎，含添加剂，生,1.0,RACC,参考食用量（RACC）,114.0,,
2514747,"Turkey, ground, 93% lean/ 7% fat, raw",火鸡肉，绞碎，93% 瘦肉/7% 脂肪，生,1.0,RACC,参考食用量（RACC）,114.0,,
2515373,"Nuts, brazilnuts, raw",坚果，巴西坚果，生,1.0,RACC,参考食用量（RACC）,30.0,,
2515374,"Nuts, cashew nuts, raw",坚果，腰果，生,1.0,RACC,参考食用量（RACC）,30.0,,
2515375,"Nuts, hazelnuts or filberts, raw",坚果，榛子，生,1.0,RACC,参考食用量（RACC）,30.0,,
2515376,"Peanuts, raw",花生，生,1.0,RACC,参考食用量（RACC）,30.0,,
2515377,"Flour, chestnut",面粉，栗子,1.0,RACC,参考食用量（RACC）,30.0,,
2515378,"Nuts, macadamia nuts, raw",坚果，夏威夷果，生,1.0,RACC,参考食用量（RACC）,30.0,,
2515379,"Nuts, pistachio nuts, raw",坚果，开心果，生,1.0,RACC,参考食用量（RACC）,30.0,,
2515380,"Seeds, pumpkin seeds (pepitas), raw",种子，南瓜籽（南瓜籽仁），生,1.0,RACC,参考食用量（RACC）,30.0,,
2515381,"Seeds, sunflower seed, kernel, raw",种子，葵花籽，籽仁，生,1.0,RACC,参考食用量（RACC）,30.0,,
2515382,"Flour, coconut",面粉，椰子,1.0,RACC,参考食用量（RACC）,15.0,,
2644281,"Beans, cannellini, dry",豆类，白芸豆（Cannellini），干燥,1.0,RACC,参考食用量（RACC）,35.0,,
2644282,"Chickpeas, (garbanzo beans, bengal gram), dry",鹰嘴豆，(鹰嘴豆，孟加拉豆），干燥,1.0,RACC,参考食用量（RACC）,35.0,,
2644283,"Lentils, dry",小扁豆，干燥,1.0,RACC,参考食用量（RACC）,35.0,,
2644284,"Blackeye pea, dry",黑眼豆，干燥,1.0,RACC,参考食用量（RACC）,35.0,,
2644285,"Beans, black, canned, sodium added, drained and rinsed",豆类，黑色，罐装，添加钠，沥干并冲洗,1.0,RACC,参考食用量（RACC）,130.0,,
2644286,"Beans, navy, canned, sodium added, drained and rinsed",豆类，海军豆，罐装，添加钠，沥干并冲洗,1.0,RACC,参考食用量（RACC）,130.0,,
2644287,"Beans, cannellini, canned, sodium added, drained and rinsed",豆类，白芸豆（Cannellini），罐装，添加钠，沥干并冲洗,1.0,RACC,参考食用量（RACC）,130.0,,
2644288,"Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed",鹰嘴豆（鹰嘴豆，孟加拉豆），罐装，添加钠，沥干并冲洗,1.0,RACC,参考食用量（RACC）,130.0,,
2644289,"Beans, kidney, dark red, canned, sodium added, sugar added, drained and rinsed",豆类，芸豆，深红色，罐装，添加钠，添加糖，沥干并冲洗,1.0,RACC,参考食用量（RACC）,130.0,,
2644290,"Beans, kidney, light red, canned, sodium added, sugar added, drained and rinsed",豆类，芸豆，浅红色，罐装，添加钠，添加糖，沥干并冲洗,1.0,RACC,参考食用量（RACC）,130.0,,
2644291,"Peas, green, sweet, canned, sodium added, sugar added, drained and rinsed",豌豆，绿色，甜味，罐装，添加钠，添加糖，沥干并冲洗,1.0,RACC,参考食用量（RACC）,130.0,,
2644292,"Beans, pinto, canned, sodium added, drained and rinsed",豆类，斑豆，罐装，添加钠，沥干并冲洗,1.0,RACC,参考食用量（RACC）,130.0,,
2644293,"Blackeye pea, canned, sodium added, drained and rinsed",黑眼豆，罐装，添加钠，沥干并冲洗,1.0,RACC,参考食用量（RACC）,130.0,,
2644294,"Beans, great northern, canned, sodium added, drained and rinsed",豆类，大北方豆，罐装，添加钠，沥干并冲洗,1.0,RACC,参考食用量（RACC）,130.0,,
2646168,"Pork, loin, boneless, raw",猪肉，腰脊，去骨，生,1.0,RACC,参考食用量（RACC）,110.0,,
2646169,"Pork, loin, tenderloin, boneless, raw",猪肉，腰脊，里脊，去骨，生,1.0,RACC,参考食用量（RACC）,110.0,,
2646170,"Chicken, breast, boneless, skinless, raw",鸡肉，胸肉，去骨去皮，生,1.0,RACC,参考食用量（RACC）,114.0,,
2646171,"Chicken, thigh, boneless, skinless, raw",鸡肉，大腿肉，去骨去皮，生,1.0,RACC,参考食用量（RACC）,114.0,,
2646172,"Beef, ribeye, steak, boneless, choice, raw",牛肉，肋眼牛排，去骨，精选级（Choice），生,1.0,RACC,参考食用量（RACC）,114.0,,
2646173,"Beef, round, top round, boneless, choice, raw",牛肉，后腿，上后腿肉，去骨，精选级（Choice），生,1.0,RACC,参考食用量（RACC）,114.0,,
2646174,"Beef, chuck, roast, boneless, choice, raw",牛肉，肩胛烤肉，去骨，精选级（Choice），生,1.0,RACC,参考食用量（RACC）,114.0,,
2646175,"Beef, flank, steak, boneless, choice, raw",牛肉，腹胁牛排，去骨，精选级（Choice），生,1.0,RACC,参考食用量（RACC）,114.0,,
2647437,"Yogurt, plain, nonfat",酸奶，原味，脱脂,1.0,RACC,参考食用量（RACC）,170.0,,
2647438,"Cheese, monterey jack, solid",奶酪，蒙特雷杰克奶酪，固体,1.0,RACC,参考食用量（RACC）,30.0,,
2647439,"Cheese, pasteurized process cheese food or product, American, singles",奶酪，巴氏杀菌再制干酪食品或制品，美式，单片装,1.0,RACC,参考食用量（RACC）,30.0,,
2647440,"Cheese, provolone, sliced",奶酪，普罗卧干酪，切片,1.0,RACC,参考食用量（RACC）,30.0,,
2647441,"Cheese, oaxaca, solid",奶酪，瓦哈卡奶酪，固体,1.0,RACC,参考食用量（RACC）,30.0,,
2647442,"Cheese, queso fresco, solid",奶酪，墨西哥鲜奶酪，固体,1.0,RACC,参考食用量（RACC）,30.0,,
2647443,"Cheese, cotija, solid",奶酪，科蒂哈奶酪，固体,1.0,RACC,参考食用量（RACC）,30.0,,
2684440,"Fish, salmon, sockeye, wild caught, raw",鲑鱼，红鲑，野生捕捞，生,1.0,RACC,参考食用量（RACC）,115.0,,
2684441,"Fish, salmon, Atlantic, farm raised, raw",鲑鱼，大西洋，养殖，生,1.0,RACC,参考食用量（RACC）,115.0,,
2684442,"Fish, tilapia, farm raised, raw",鱼，罗非鱼，养殖，生,1.0,RACC,参考食用量（RACC）,115.0,,
2684443,"Crustaceans, shrimp, farm raised, raw",甲壳类，虾，养殖，生,1.0,RACC,参考食用量（RACC）,115.0,,
2684444,"Fish, cod, Atlantic, wild caught, raw",鱼，鳕鱼，大西洋，野生捕捞，生,1.0,RACC,参考食用量（RACC）,115.0,,
2684445,"Fish, catfish, farm raised, raw",鱼，鲶鱼，养殖，生,1.0,RACC,参考食用量（RACC）,115.0,,
2684446,"Crustaceans, crab, blue swimming, lump, pasteurized, refrigerated",甲壳类，蟹，梭子蟹，大块蟹肉，巴氏杀菌，冷藏,1.0,RACC,参考食用量（RACC）,85.0,,
2685568,"Squash, summer, green, zucchini, includes skin, raw",夏南瓜，绿色，西葫芦，含皮，生,1.0,RACC,参考食用量（RACC）,85.0,,
2685569,"Squash, summer, yellow, includes skin, raw",夏南瓜，黄色，含皮，生,1.0,RACC,参考食用量（RACC）,85.0,,
2685570,"Squash, winter, butternut, raw",冬南瓜，奶油南瓜，生,1.0,RACC,参考食用量（RACC）,85.0,,
2685571,"Squash, winter, acorn, raw",冬南瓜，橡果南瓜，生,1.0,RACC,参考食用量（RACC）,85.0,,
2685572,"Cabbage, bok choy, raw",甘蓝，小白菜，生,1.0,RACC,参考食用量（RACC）,85.0,,
2685573,"Cauliflower, raw",花椰菜，生,1.0,RACC,参考食用量（RACC）,85.0,,
2685574,"Collards, raw",羽衣甘蓝叶，生,1.0,RACC,参考食用量（RACC）,85.0,,
2685575,"Brussels sprouts, raw",抱子甘蓝，生,1.0,RACC,参考食用量（RACC）,85.0,,
2685576,"Beets, raw",甜菜根，生,1.0,RACC,参考食用量（RACC）,85.0,,
2685577,"Eggplant, raw",茄子，生,1.0,RACC,参考食用量（RACC）,85.0,,
2685578,"Tomatoes, whole, canned, solids and liquids, with salt added",番茄，完整，罐装，固形物及液体，加盐,1.0,RACC,参考食用量（RACC）,130.0,,
2685579,"Tomato, sauce, canned, with salt added",番茄，酱汁，罐装，加盐,1.0,RACC,参考食用量（RACC）,130.0,,
2685580,"Tomato, paste, canned, without salt added",番茄膏，罐装，未加盐,1.0,RACC,参考食用量（RACC）,30.0,,
2685581,"Tomatoes, crushed, canned",番茄，压碎，罐装,1.0,RACC,参考食用量（RACC）,130.0,,
2685582,"Tomato, puree, canned",番茄泥，罐装,1.0,RACC,参考食用量（RACC）,130.0,,
2710815,"Apricot, with skin, raw",杏，带皮，生,1.0,RACC,参考食用量（RACC）,140.0,,
2710816,"Melons, honeydew, raw",瓜类，蜜瓜，生,1.0,RACC,参考食用量（RACC）,140.0,,
2710817,"Plantains, ripe, raw",大蕉，成熟，生,1.0,RACC,参考食用量（RACC）,140.0,,
2710818,"Plantains, underripe, raw",大蕉，未完全成熟，生,1.0,RACC,参考食用量（RACC）,140.0,,
2710819,"Chia seeds, dry, raw",奇亚籽，干燥，生,1.0,RACC,参考食用量（RACC）,45.0,,
2710820,"Bulgur, dry, raw",布格麦，干燥，生,1.0,RACC,参考食用量（RACC）,45.0,,
2710821,"Wild rice, dry, raw",菰米，干燥，生,1.0,RACC,参考食用量（RACC）,45.0,,
2710822,"Arugula, baby, raw",芝麻菜，嫩/幼小，生,1.0,RACC,参考食用量（RACC）,85.0,,
2710823,"Asparagus, green, raw",芦笋，绿色，生,1.0,RACC,参考食用量（RACC）,85.0,,
2710824,"Avocado, Hass, peeled, raw",鳄梨，哈斯，去皮，生,1.0,RACC,参考食用量（RACC）,140.0,,
2710825,"Rice, black, unenriched, raw",大米，黑色，未强化，生,1.0,RACC,参考食用量（RACC）,45.0,,
2710826,"Corn, sweet, yellow and white kernels,  fresh, raw",玉米，甜味，黄白混合玉米粒，新鲜，生,1.0,RACC,参考食用量（RACC）,85.0,,
2710827,"Einkorn, grain, dry, raw",一粒小麦，谷粒，干燥，生,1.0,RACC,参考食用量（RACC）,45.0,,
2710828,"Farro, pearled, dry, raw",法罗麦，去皮抛光，干燥，生,1.0,RACC,参考食用量（RACC）,45.0,,
2710829,"Fonio, grain, dry, raw",福尼奥米，谷粒，干燥，生,1.0,RACC,参考食用量（RACC）,45.0,,
2710830,"Khorasan, grain, dry, raw",卡姆小麦，谷粒，干燥，生,1.0,RACC,参考食用量（RACC）,45.0,,
2710831,"Kiwifruit (kiwi), green, peeled, raw",猕猴桃（猕猴桃），绿色，去皮，生,1.0,RACC,参考食用量（RACC）,140.0,,
2710832,"Mandarin, seedless, peeled, raw",柑橘，无籽，去皮，生,1.0,RACC,参考食用量（RACC）,140.0,,
2710833,"Mango, Tommy Atkins, peeled, raw",芒果，汤米·阿特金斯，去皮，生,1.0,RACC,参考食用量（RACC）,140.0,,
2710834,"Mango, Ataulfo, peeled, raw",芒果，阿陶尔福，去皮，生,1.0,RACC,参考食用量（RACC）,140.0,,
2710835,"Corn flour, masa harina, white or yellow, dry, raw",玉米 面粉，玉米玛萨粉，白色 或 黄色，干燥，生,1.0,RACC,参考食用量（RACC）,30.0,,
2710836,"Pear, Anjou, green, with skin, raw",梨，安茹，绿色，带皮，生,1.0,RACC,参考食用量（RACC）,140.0,,
2710837,"Plum, black, with skin, raw",李子，黑色，带皮，生,1.0,RACC,参考食用量（RACC）,140.0,,
2710838,"Rice, red, unenriched, dry, raw",大米，红色，未强化，干燥，生,1.0,RACC,参考食用量（RACC）,45.0,,
2710839,"Sorghum bran, white, unenriched, dry, raw",高粱 麸皮，白色，未强化，干燥，生,1.0,RACC,参考食用量（RACC）,45.0,,
2710840,"Sorghum flour, white, pearled, unenriched, dry, raw",高粱 面粉，白色，去皮抛光，未强化，干燥，生,1.0,RACC,参考食用量（RACC）,30.0,,
2710841,"Sorghum grain, white, pearled, unenriched, dry, raw",高粱 谷粒，白色，去皮抛光，未强化，干燥，生,1.0,RACC,参考食用量（RACC）,45.0,,
2710842,"Sorghum, whole grain, white, dry, raw",高粱，全谷物，白色，干燥，生,1.0,RACC,参考食用量（RACC）,45.0,,
2710843,"Plantains, overripe, raw",大蕉，过熟，生,1.0,RACC,参考食用量（RACC）,140.0,,
2727566,"Chicken, drumstick, meat and skin, raw",鸡肉，鸡小腿，肉和皮，生,1.0,RACC,参考食用量（RACC）,114.0,,
2727567,"Chicken, thigh, meat and skin, raw",鸡肉，大腿肉，肉和皮，生,1.0,RACC,参考食用量（RACC）,114.0,,
2727568,"Chicken, wing, meat and skin, raw",鸡肉，鸡翅，肉和皮，生,1.0,RACC,参考食用量（RACC）,114.0,,
2727569,"Chicken, breast, meat and skin, raw",鸡肉，胸肉，肉和皮，生,1.0,RACC,参考食用量（RACC）,114.0,,
2727570,"Lamb, ground, raw",羊肉，绞碎，生,1.0,RACC,参考食用量（RACC）,114.0,,
2727571,"Bison, ground, raw",野牛肉，绞碎，生,1.0,RACC,参考食用量（RACC）,114.0,,
2727572,"Beef, short loin (NY strip steak), raw",牛肉，短腰脊（纽约客牛排），生,1.0,RACC,参考食用量（RACC）,114.0,,
2727573,"Beef, tenderloin steak, raw",牛肉，里脊牛排，生,1.0,RACC,参考食用量（RACC）,114.0,,
2727574,"Beef, top sirloin steak, raw",牛肉，上西冷牛排，生,1.0,RACC,参考食用量（RACC）,114.0,,
2727575,"Pork, chop, center cut, raw",猪肉，排，中段切块，生,1.0,RACC,参考食用量（RACC）,110.0,,
2727576,"Pork, belly, with skin, raw",猪肉，腹部，带皮，生,1.0,RACC,参考食用量（RACC）,26.0,,
2727578,"Squash, pie pumpkin, peeled, seeded, raw",南瓜，馅饼南瓜，去皮，去籽，生,1.0,RACC,参考食用量（RACC）,85.0,,
2727579,"Squash, spaghetti, peeled, seeded, raw",意面南瓜，去皮，去籽，生,1.0,RACC,参考食用量（RACC）,85.0,,
2727580,"Rutabaga, peeled, raw",芜菁甘蓝，去皮，生,1.0,RACC,参考食用量（RACC）,85.0,,
2727581,"Blackberries, raw",黑莓，生,1.0,RACC,参考食用量（RACC）,140.0,,
2727582,"Tomatillos, dehusked, raw",酸浆番茄，去外壳，生,1.0,RACC,参考食用量（RACC）,85.0,,
2727583,"Cabbage, napa, leaf, destemmed, raw",大白菜，叶，去茎，生,1.0,RACC,参考食用量（RACC）,85.0,,
2727584,"Leeks, bulb and greens, root removed, raw",韭葱，鳞茎和绿色叶部，去根，生,1.0,RACC,参考食用量（RACC）,85.0,,
2727585,"Green onion, (scallion), bulb and greens, root removed, raw",青葱（香葱），鳞茎和绿色叶部，去根，生,1.0,RACC,参考食用量（RACC）,85.0,,
2727586,"Shallots, bulb, peeled, root removed, raw",红葱头，鳞茎，去皮，去根，生,1.0,RACC,参考食用量（RACC）,85.0,,
